"","time","lait"
"1",1979,1597.318
"2",1979.08333333333,1594.601
"3",1979.16666666667,1959.054
"4",1979.25,2096.974
"5",1979.33333333333,2456.1
"6",1979.41666666667,2347.932
"7",1979.5,2210.202
"8",1979.58333333333,1953.763
"9",1979.66666666667,1750.681
"10",1979.75,1735.74
"11",1979.83333333333,1581.364
"12",1979.91666666667,1664.849
"13",1980,1721.834
"14",1980.08333333333,1774.979
"15",1980.16666666667,2075.012
"16",1980.25,2279.502
"17",1980.33333333333,2607.399
"18",1980.41666666667,2411.561
"19",1980.5,2260.994
"20",1980.58333333333,2046.675
"21",1980.66666666667,1847.258
"22",1980.75,1793.137
"23",1980.83333333333,1606.82
"24",1980.91666666667,1721.843
"25",1981,1794.794
"26",1981.08333333333,1759.56
"27",1981.16666666667,2134.974
"28",1981.25,2368.55
"29",1981.33333333333,2572.464
"30",1981.41666666667,2395.104
"31",1981.5,2316.025
"32",1981.58333333333,2047.819
"33",1981.66666666667,1781.63
"34",1981.75,1756.414
"35",1981.83333333333,1660.136
"36",1981.91666666667,1729.501
"37",1982,1789.624
"38",1982.08333333333,1808.759
"39",1982.16666666667,2186.432
"40",1982.25,2362.357
"41",1982.33333333333,2672.996
"42",1982.41666666667,2411.408
"43",1982.5,2238.482
"44",1982.58333333333,2046.011
"45",1982.66666666667,1845.103
"46",1982.75,1824.357
"47",1982.83333333333,1783.851
"48",1982.91666666667,1853.989
"49",1983,1964.843
"50",1983.08333333333,1890.011
"51",1983.16666666667,2307.644
"52",1983.25,2419.281
"53",1983.33333333333,2653
"54",1983.41666666667,2463.48
"55",1983.5,2232.06
"56",1983.58333333333,1975.271
"57",1983.66666666667,1789.976
"58",1983.75,1913.586
"59",1983.83333333333,1843.298
"60",1983.91666666667,1894.178
"61",1984,2004.629
"62",1984.08333333333,2006.941
"63",1984.16666666667,2314.142
"64",1984.25,2446.395
"65",1984.33333333333,2760.521
"66",1984.41666666667,2492.309
"67",1984.5,2236.168
"68",1984.58333333333,1918.059
"69",1984.66666666667,1701.6
"70",1984.75,1823.646
"71",1984.83333333333,1768.81
"72",1984.91666666667,1866.806
"73",1985,1856.819
"74",1985.08333333333,1817.447
"75",1985.16666666667,2195.949
"76",1985.25,2304.444
"77",1985.33333333333,2618.052
"78",1985.41666666667,2394.025
"79",1985.5,2227.636
"80",1985.58333333333,2006.985
"81",1985.66666666667,1793.139
"82",1985.75,1829.247
"83",1985.83333333333,1759.065
"84",1985.91666666667,1913.955
"85",1986,2021.775
"86",1986.08333333333,1903.157
"87",1986.16666666667,2248.47
"88",1986.25,2340.483
"89",1986.33333333333,2654.48
"90",1986.41666666667,2472.176
