"","time","champa.ts"
"1",2001,12083.682
"2",2001.08333333333,10295.468
"3",2001.16666666667,14777.224
"4",2001.25,14579.361
"5",2001.33333333333,17485.37
"6",2001.41666666667,16846.119
"7",2001.5,17680.738
"8",2001.58333333333,16880.785
"9",2001.66666666667,25131.005
"10",2001.75,34035.035
"11",2001.83333333333,43074.507
"12",2001.91666666667,39829.01
"13",2002,14140.749
"14",2002.08333333333,12936.294
"15",2002.16666666667,16935.343
"16",2002.25,17746.645
"17",2002.33333333333,18822.746
"18",2002.41666666667,18744.907
"19",2002.5,21005.397
"20",2002.58333333333,17022.059
"21",2002.66666666667,26369.199
"22",2002.75,36590.986
"23",2002.83333333333,46285.449
"24",2002.91666666667,41122.275
"25",2003,16529.19
"26",2003.08333333333,12813.937
"27",2003.16666666667,16254.115
"28",2003.25,19136.916
"29",2003.33333333333,17266.995
"30",2003.41666666667,19267.668
"31",2003.5,22089.191
"32",2003.58333333333,16218.444
"33",2003.66666666667,28506.544
"34",2003.75,37612.999
"35",2003.83333333333,44775.104
"36",2003.91666666667,43038.521
"37",2004,16395.452
"38",2004.08333333333,13864.883
"39",2004.16666666667,17740.397
"40",2004.25,18187.885
"41",2004.33333333333,19266.261
"42",2004.41666666667,21638.303
"43",2004.5,21700.696
"44",2004.58333333333,18181.963
"45",2004.66666666667,28790.225
"46",2004.75,31676.027
"47",2004.83333333333,48976.895
"48",2004.91666666667,44999.708
"49",2005,16890.038
"50",2005.08333333333,15398.924
"51",2005.16666666667,16758.75
"52",2005.25,17711.87
"53",2005.33333333333,19428.426
"54",2005.41666666667,20403.437
"55",2005.5,20611.435
"56",2005.58333333333,20990.75
"57",2005.66666666667,28958.023
"58",2005.75,33887.023
"59",2005.83333333333,50308.159
"60",2005.91666666667,46318.297
"61",2006,17982.124
"62",2006.08333333333,13929.85
"63",2006.16666666667,19398.432
"64",2006.25,18841.828
"65",2006.33333333333,22050.474
"66",2006.41666666667,23912.724
"67",2006.5,21049.28
"68",2006.58333333333,21482.645
"69",2006.66666666667,28311.852
"70",2006.75,37656.482
"71",2006.83333333333,52953.287
"72",2006.91666666667,44220.82
"73",2007,19870.935
"74",2007.08333333333,17099.52
"75",2007.16666666667,18892.717
"76",2007.25,19872.184
"77",2007.33333333333,23389.13
"78",2007.41666666667,23394.513
"79",2007.5,24050.889
"80",2007.58333333333,23308.996
"81",2007.66666666667,29123.391
"82",2007.75,43356.607
"83",2007.83333333333,52733.569
"84",2007.91666666667,43704.252
"85",2008,20096.729
"86",2008.08333333333,17335.893
"87",2008.16666666667,18903.38
"88",2008.25,21193.768
"89",2008.33333333333,20339.841
"90",2008.41666666667,21099.675
"91",2008.5,26186.15
"92",2008.58333333333,20367.841
"93",2008.66666666667,28766.042
"94",2008.75,36309.68
"95",2008.83333333333,46711.606
"96",2008.91666666667,45326.654
"97",2009,13213.52
"98",2009.08333333333,11708.983
"99",2009.16666666667,16275.993
"100",2009.25,16759.043
"101",2009.33333333333,17445.645
"102",2009.41666666667,20756.867
"103",2009.5,20989.373
"104",2009.58333333333,17351.713
"105",2009.66666666667,26843.29
"106",2009.75,34501.828
"107",2009.83333333333,48721.669
"108",2009.91666666667,48756.132
