"","height","herbivores","sqrt.area"
"1","low","minus",9.40557281615532
"2","low","minus",34.4677356378396
"3","low","minus",46.6734849780901
"4","low","minus",16.6421392855606
"5","low","minus",24.3774978207362
"6","low","minus",38.3506036458359
"7","low","minus",33.7772230948608
"8","low","minus",61.0959965955217
"9","low","minus",35.4561701259456
"10","low","minus",46.1744041650783
"11","low","minus",35.4118398279445
"12","low","minus",25.0449436014538
"13","low","minus",0.707106781186548
"14","low","minus",41.0987834369827
"15","low","minus",36.1580641074712
"16","low","minus",41.7904797770976
"17","low","plus",11.9767608308758
"18","low","plus",14.4712266238906
"19","low","plus",0.707106781186548
"20","low","plus",8.0073341381511
"21","low","plus",0.707106781186548
"22","low","plus",0.707106781186548
"23","low","plus",27.6389001228341
"24","low","plus",42.9855882825861
"25","low","plus",3.15036505821151
"26","low","plus",8.34357237638651
"27","low","plus",0.707106781186548
"28","low","plus",4.12230518035722
"29","low","plus",0.707106781186548
"30","low","plus",35.9729592888881
"31","low","plus",3.50442577321877
"32","low","plus",2.75110886734786
"33","mid","minus",0.707106781186548
"34","mid","minus",24.9506873652811
"35","mid","minus",46.5639774933371
"36","mid","minus",0.707106781186548
"37","mid","minus",5.13986381142536
"38","mid","minus",6.18055013732596
"39","mid","minus",46.9503184227754
"40","mid","minus",22.8989475740699
"41","mid","minus",19.4291533526297
"42","mid","minus",37.1332330938204
"43","mid","minus",14.1972673426966
"44","mid","minus",3.15036505821151
"45","mid","minus",21.6108213633818
"46","mid","minus",16.6421392855606
"47","mid","minus",45.540707065218
"48","mid","minus",47.9353210065396
"49","mid","plus",0.707106781186548
"50","mid","plus",32.2060242811807
"51","mid","plus",35.0775768832455
"52","mid","plus",17.538283838506
"53","mid","plus",6.24376488987214
"54","mid","plus",13.0440177859431
"55","mid","plus",25.6338526171935
"56","mid","plus",36.5039504711476
"57","mid","plus",37.5224839263074
"58","mid","plus",45.7815159207294
"59","mid","plus",20.0263326647692
"60","mid","plus",9.97298350545111
"61","mid","plus",2.75110886734786
"62","mid","plus",40.1319075051261
"63","mid","plus",40.8111259339901
"64","mid","plus",44.8630672156954
