"","x"
"1",0
"2",1
"3",2
"4",3
"5",4
"6",5
"7",6
"8",7
"9",8
"10",9
"11",0
"12",1
"13",2
"14",3
"15",4
"16",5
"17",6
"18",7
"19",8
"20",9
"21",0
"22",1
"23",2
"24",3
"25",4
"26",5
"27",6
"28",7
"29",8
"30",9
"31",0
"32",9
"33",5
"34",5
"35",6
"36",5
"37",0
"38",9
"39",8
"40",9
"41",8
"42",4
"43",1
"44",7
"45",7
"46",3
"47",5
"48",1
"49",0
"50",0
"51",2
"52",2
"53",7
"54",8
"55",2
"56",0
"57",1
"58",2
"59",6
"60",3
"61",3
"62",7
"63",3
"64",3
"65",4
"66",6
"67",6
"68",6
"69",4
"70",9
"71",1
"72",5
"73",0
"74",9
"75",5
"76",2
"77",8
"78",2
"79",0
"80",0
"81",1
"82",7
"83",6
"84",3
"85",2
"86",1
"87",7
"88",4
"89",6
"90",3
"91",1
"92",3
"93",9
"94",1
"95",7
"96",6
"97",8
"98",4
"99",3
"100",1
"101",4
"102",0
"103",5
"104",3
"105",6
"106",9
"107",6
"108",1
"109",7
"110",5
"111",4
"112",4
"113",7
"114",2
"115",8
"116",2
"117",2
"118",5
"119",7
"120",9
"121",5
"122",4
"123",8
"124",8
"125",4
"126",9
"127",0
"128",8
"129",9
"130",8
"131",0
"132",1
"133",2
"134",3
"135",4
"136",5
"137",6
"138",7
"139",8
"140",9
"141",0
"142",1
"143",2
"144",3
"145",4
"146",5
"147",6
"148",7
"149",8
"150",9
"151",0
"152",1
"153",2
"154",3
"155",4
"156",5
"157",6
"158",7
"159",8
"160",9
"161",0
"162",9
"163",5
"164",5
"165",6
"166",5
"167",0
"168",9
"169",8
"170",9
"171",8
"172",4
"173",1
"174",7
"175",7
"176",3
"177",5
"178",1
"179",0
"180",0
"181",2
"182",2
"183",7
"184",8
"185",2
"186",0
"187",1
"188",2
"189",6
"190",3
"191",3
"192",7
"193",3
"194",3
"195",4
"196",6
"197",6
"198",6
"199",4
"200",9
"201",1
"202",5
"203",0
"204",9
"205",5
"206",2
"207",8
"208",2
"209",0
"210",0
"211",1
"212",7
"213",6
"214",3
"215",2
"216",1
"217",7
"218",3
"219",1
"220",3
"221",9
"222",1
"223",7
"224",6
"225",8
"226",4
"227",3
"228",1
"229",4
"230",0
"231",5
"232",3
"233",6
"234",9
"235",6
"236",1
"237",7
"238",5
"239",4
"240",4
"241",7
"242",2
"243",8
"244",2
"245",2
"246",5
"247",5
"248",4
"249",8
"250",8
"251",4
"252",9
"253",0
"254",8
"255",9
"256",8
"257",0
"258",1
"259",2
"260",3
"261",4
"262",5
"263",6
"264",7
"265",8
"266",9
"267",0
"268",1
"269",2
"270",3
"271",4
"272",5
"273",6
"274",7
"275",8
"276",9
"277",0
"278",1
"279",2
"280",3
"281",4
"282",5
"283",6
"284",7
"285",8
"286",9
"287",0
"288",9
"289",5
"290",5
"291",6
"292",5
"293",0
"294",9
"295",8
"296",9
"297",8
"298",4
"299",1
"300",7
"301",7
"302",3
"303",5
"304",1
"305",0
"306",0
"307",2
"308",2
"309",7
"310",8
"311",2
"312",0
"313",1
"314",2
"315",6
"316",3
"317",3
"318",7
"319",3
"320",3
"321",4
"322",6
"323",6
"324",6
"325",4
"326",9
"327",1
"328",5
"329",0
"330",9
"331",5
"332",2
"333",8
"334",2
"335",0
