"","issj[0-100]","issj(100-200]","issj(200-300]","x","y","elevation","forest","chaparral"
"1",0,0,2,234870.0754,3767154.37,51.3851,0.022053559,0.24187312
"2",0,0,0,237083.0046,3766804.361,156.88,0.006730632,0.466418445
"3",0,0,0,235732.0498,3766717.364,144.81,0.016182157,0.768867249
"4",0,0,0,237604.9877,3766719.358,184.274,0.257625662,0.206358299
"5",0,0,0,234239.1005,3766570.368,111.353,0.000716025,0
"6",0,0,0,235005.076,3766420.365,204.131,0.159100673,0.340254905
"7",0,0,0,235642.0549,3766387.362,187.183,0.030789059,0.511814406
"8",0,0,0,234202.1071,3765787.363,106.578,0,0.052126593
"9",0,0,0,237850.9845,3765672.35,252.037,0.141772877,0.018759845
"10",0,0,0,236744.0226,3765495.353,171.993,0,0.012602034
"11",0,0,0,236152.0432,3765337.355,125.94,0,0.016182157
"12",0,0,0,233999.1154,3765225.362,46.1191,0,0
"13",0,0,0,234424.1012,3765221.36,80.2409,0,0.036946871
"14",0,0,0,235802.0563,3764961.354,164.468,0,0
"15",0,0,0,237590.9984,3764672.347,113.777,0,0.357582701
"16",0,0,0,235983.0522,3764498.352,73.5471,0,0
"17",0,0,1,237266.0101,3764484.348,186.771,0,0.246885293
"18",0,0,0,235395.0727,3764142.353,113.573,0,0
"19",0,0,0,235072.0836,3764047.353,102.877,0,0.011599599
"20",0,0,0,236413.0407,3763897.348,90.3706,0,0.005012172
"21",0,0,0,237562.0044,3763717.344,91.3373,0,0.233853645
"22",0,0,0,235613.0686,3763363.349,19.8031,0,0.035944436
"23",0,0,0,237177.0184,3763402.344,98.1006,0,0.192610626
"24",0,0,0,238876.9643,3763322.338,200.087,0.037233281,0.020764714
"25",0,0,0,238281.9849,3763057.339,140.034,0,0.004009738
"26",0,0,0,238831.9688,3762824.336,105.163,0,0.025633682
"27",0,0,0,237022.0264,3762757.342,59.4858,0,0.057138766
"28",0,0,0,237961.997,3762717.339,48.4516,0,0.017900616
"29",0,0,0,238592.9781,3762548.336,48.8883,0,0.183015896
"30",0,0,0,237209.022,3762470.34,16.1224,0,0.109408564
"31",0,0,0,231682.1131,3774187.421,77.2383,0,0.007160246
"32",0,0,0,231052.1308,3774157.422,122.459,0,0
"33",0,0,0,232661.0886,3773922.419,88.1058,0,0.02935701
"34",0,0,0,230927.1406,3773537.418,103.538,0,0
"35",0,0,0,231973.1133,3773320.416,189.819,0,0.068165545
"36",0,0,0,232492.0987,3773317.415,194.378,0,0.256623228
"37",0,0,0,233662.0692,3772897.411,335.379,0,0.00902191
"38",0,0,0,232633.0994,3772795.412,103.012,0,0.108692539
"39",0,0,0,232456.1086,3772342.409,52.3614,0,0.079049119
"40",0,0,0,232702.1045,3771997.407,56.9977,0,0.085063726
"41",0,0,0,234022.0698,3771517.402,198.232,0,0.064728627
"42",0,0,0,233077.1018,3771029.4,46.704,0,0.074180152
"43",0,0,0,234472.0614,3770857.396,190.037,0,0.091507948
"44",0,0,0,234025.0803,3770144.393,67.7029,0,0.024917657
"45",0,0,0,237556.9735,3769959.383,514.054,0.017757411,0.10697408
"46",0,0,0,236215.0157,3769775.385,218.998,0,0.041243019
"47",0,0,0,234423.0716,3769674.389,66.7662,0,0
"48",0,0,0,237141.9879,3769627.382,325.991,0,0
"49",0,0,0,236392.0118,3769507.383,233.259,0,0.008878705
"50",0,0,0,234825.0615,3769355.385,68.2835,0,0.066733496
"51",0,0,0,238093.9605,3769203.376,325.253,0,0.084490906
"52",0,0,0,234562.0709,3769177.385,20.5587,0,0.01861664
"53",0,0,0,236752.0043,3768847.377,170.309,0,0.042818273
"54",0,0,0,234622.0719,3768787.382,21.0028,0,0.034512387
"55",0,0,0,239712.9114,3768804.369,307.616,0,0.169554633
"56",0,0,0,237561.98,3768607.373,173.371,0,0.025204067
"57",0,0,0,240441.8897,3768367.363,340.937,0,0.093512817
"58",0,5,0,237621.9804,3768127.369,116.764,0,0.225118144
"59",0,0,0,239386.924,3768115.364,207.956,0,0.201346126
"60",0,0,0,234941.0673,3767997.376,80.0135,0,0.391379063
"61",0,0,0,238901.9399,3768011.365,154.318,0.006301017,0.365315767
"62",0,0,0,236175.0302,3767550.369,134.624,0,0.605613633
"63",0,0,0,239991.9068,3767407.356,223.911,0.52441644,0.34039811
"64",0,0,0,239451.9252,3767137.356,296.627,0.639553201,0.354002578
"65",0,0,0,240201.901,3767047.353,326.493,0.750823428,0.238292997
"66",0,0,0,240893.8787,3766861.349,412.115,0.444794501,0.376772161
"67",0,0,0,238641.9537,3766657.354,185.015,0.36832307,0.384934842
"68",0,0,0,234952.0332,3772807.409,178.53,0,0.279106401
"69",0,0,0,236062.008,3771787.4,352.992,0,0.06744952
"70",0,0,0,238170.9466,3771752.396,205.366,0.042818273,0.189030503
"71",0,0,0,237023.981,3771584.397,364.136,0.023199198,0.00988114
"72",0,0,0,243711.7858,3771547.385,198.47,0,0.395961621
"73",3,0,0,240381.8836,3771277.388,100.322,0.024631247,0.635400258
"74",0,0,0,242811.8128,3770587.377,336.73,0.0581412,0.215093799
"75",0,0,0,237141.9833,3770497.388,527.304,0.35901475,0
"76",2,0,0,241281.8591,3770347.378,237.027,0.191035372,0.251611055
"77",0,0,0,238427.9455,3770267.384,476.565,0.126879565,0.484175856
"78",0,0,0,242661.8178,3770107.373,475.367,0.256193613,0.062866963
"79",0,0,0,247302.7375,3770157.344,170.359,0.003723328,0.442216812
"80",0,0,0,243834.7823,3769911.369,396.41,0.343405413,0.099241014
"81",0,0,0,247763.7446,3769649.33,203.433,0.139768008,0.315910067
"82",0,0,0,247522.7403,3769430.332,264.189,0.146069025,0.28168409
"83",1,0,0,240058.8989,3769350.373,435.266,0.195617929,0.404697122
"84",0,0,0,249081.7644,3768637.296,229.612,0.116712015,0.174566805
"85",0,0,0,246171.7173,3768547.347,484.572,0.008162681,0.28225691
"86",0,0,0,248391.7526,3768307.305,305.694,0.062007733,0.236001718
"87",0,0,0,251421.8009,3768217.25,71.0614,0.384934842,0.177574109
"88",0,0,0,249711.7733,3768157.28,262.569,0.348417586,0.266074753
"89",1,1,0,250918.7899,3767408.251,285.211,0.387655735,0.414435057
"90",0,0,0,241781.8461,3769063.366,558.437,0.180581412,0.04826006
"91",0,0,0,243201.802,3768967.362,611.205,0.153372476,0.028927395
"92",0,0,0,241011.8704,3768907.367,476.388,0.013031648,0.012315624
"93",0,1,0,242597.8208,3768998.363,648.222,0.187598453,0.071602463
"94",0,1,0,245211.7391,3768547.352,459.792,0.015036517,0.279822426
"95",0,0,0,245571.7273,3768157.348,482.685,0,0.356437061
"96",0,0,0,241830.8466,3767793.354,350.832,0.000143205,0.108835744
"97",0,0,0,242181.8354,3767677.352,335.162,0,0.12616354
"98",0,0,0,245511.7284,3767617.342,431.959,0,0.331232994
"99",0,0,0,243411.796,3767377.346,353.061,0,0.189889732
"100",0,1,0,242841.8145,3767347.347,302.298,0.073177717,0.217671488
"101",0,1,0,245883.7162,3767411.339,382.7,0,0.247314908
"102",0,0,0,245160.7393,3767279.34,311.56,0,0.258771302
"103",1,0,0,252140.8081,3767240.228,21.9772,0.381211514,0.22239725
"104",0,0,0,248936.7579,3766870.281,388.5,0.004725763,0.146785049
"105",1,0,0,245023.7433,3766815.336,249.691,0,0.385794071
"106",0,0,0,248337.7487,3766798.29,363.397,0,0.344694257
"107",0,0,0,242979.8104,3766723.341,397.507,0.076185021,0.876700558
"108",0,0,0,251871.8008,3766507.225,106.059,0.520120292,0.18373192
"109",0,0,0,246992.7281,3766441.31,280.041,0,0.505083775
"110",3,0,0,246340.7184,3766284.32,128.236,0.012315624,0.65931548
"111",0,0,0,249861.7698,3766177.257,174.87,0.042675068,0.48575111
"112",2,0,0,252340.8063,3766190.214,254.352,0.22354289,0.387942145
"113",0,1,0,251442.7918,3765884.226,244.375,0.070743234,0.799226693
"114",0,0,0,252102.8014,3765878.215,324.921,0.045825576,0.668767006
"115",0,0,0,244582.7571,3765829.327,384.845,0.005871402,0.868537878
"116",0,0,0,246951.7286,3765367.301,141.771,0.045252757,0.828440498
"117",0,0,0,251301.7886,3765367.224,284.887,0,0.652871259
"118",0,0,0,249892.7702,3765270.249,169.129,0,0.582700845
"119",0,0,0,247311.7372,3765067.294,201.349,0,0.897751683
"120",0,0,0,249591.7684,3765067.254,85.1395,0.019619075,0.185879994
"121",3,0,0,250928.7893,3764826.23,149.948,0,0.466418445
"122",0,0,0,249771.7753,3764677.25,91.6894,0.153229271,0.128741229
"123",0,0,0,251601.802,3764497.218,142.662,0.006301017,0.433910927
"124",0,0,0,250545.7884,3764440.236,125.615,0,0.52413003
"125",1,0,0,250229.7845,3764403.242,133.125,0.036803666,0.498066733
"126",0,0,0,250754.7939,3764197.232,196.57,0,0.935271373
"127",0,0,0,249591.7786,3764167.252,219.047,0.010597165,0.872547616
"128",6,0,0,251271.8021,3764077.223,208.681,0.008305886,0.944006874
"129",1,0,0,242211.8356,3766717.344,322.354,0.019619075,0.601603895
"130",2,0,0,243381.7973,3766207.335,364.945,0.010740369,0.737075755
"131",0,0,0,242541.8255,3765937.335,391.466,0.03895174,0.385507661
"132",1,0,0,241131.873,3765847.339,212.261,0.016754976,0.589717886
"133",0,0,0,244281.768,3765517.326,373.541,0,0.632679364
"134",0,1,0,245091.7421,3765367.323,361.548,0.004868967,0.686381212
"135",0,0,0,245451.7306,3765307.321,376.946,0.014177288,0.772017757
"136",0,0,1,240141.9102,3765217.34,186.291,0,0.163396821
"137",0,0,0,244671.7598,3765037.323,280.055,0.003007303,0.619504511
"138",0,0,0,242781.8254,3764797.329,235.126,0,0.468996133
"139",0,0,0,245361.7435,3764407.319,314.962,0.003293713,0.235715309
"140",0,0,0,248449.762,3764285.272,275.449,0.009737935,0.627810397
"141",0,0,0,239481.9389,3764227.339,325.846,0.159387083,0.012888443
"142",0,1,0,243696.8001,3764252.325,183.415,0,0.317771731
"143",0,0,0,248029.7569,3764236.28,242.598,0,0.784476586
"144",0,2,0,246021.7336,3763957.314,195.076,0.006873836,0.460690248
"145",0,0,0,241713.8681,3763928.33,81.3185,0,0.457682944
"146",0,0,0,239511.9417,3763657.337,419.433,0.055133897,0.01947587
"147",0,5,0,251608.8109,3763678.217,255.213,0,0.706573106
"148",0,3,0,250281.7942,3763597.24,238.512,0,0.549763712
"149",0,0,0,242601.8426,3763537.326,153.85,0.091794358,0.430187598
"150",0,0,2,244941.7699,3763237.317,135.958,0,0.512673636
"151",1,0,0,249667.7912,3763145.249,142.912,0,0.282113705
"152",0,0,0,240111.9261,3763117.333,161.006,0.02004869,0.012315624
"153",3,0,0,246981.7573,3763057.295,286.443,0.00988114,0.229843907
"154",2,1,0,250972.809,3763075.227,248.611,0,0.346269512
"155",0,0,1,245361.759,3762997.315,134.173,0.008592296,0.334383503
"156",0,2,1,249141.786,3762997.258,85.5636,0.012888443,0.430187598
"157",0,1,0,248271.7765,3762847.273,123.438,0.017757411,0.503365316
"158",0,0,0,240711.9092,3762817.33,233.251,0.020621509,0.042675068
"159",0,0,0,241766.8766,3762703.326,75.303,0.013174853,0.101102678
"160",0,0,0,243171.8343,3762457.321,53.9252,0.031934699,0.203064585
"161",0,0,0,247491.7722,3762367.285,102.055,0.026349706,0.622225405
"162",2,0,0,249681.8005,3762337.248,24.676,0.007876271,0.304024058
"163",0,0,0,245988.7537,3762321.31,108.691,0.00988114,0.263926679
"164",0,0,0,247851.7775,3762307.278,143.421,0.055277102,0.43634541
"165",0,2,2,245394.7663,3762243.313,91.5912,0,0.20406702
"166",0,0,0,246483.762,3762161.301,93.5736,0.006587427,0.504510955
"167",0,0,0,241666.8845,3762131.325,81.5913,0,0.102677932
"168",0,0,0,247137.7706,3762134.29,98.811,0,0.683087498
"169",1,0,0,247581.7777,3762007.282,158.824,0.01918946,0.37820421
"170",0,0,2,249363.7998,3762048.253,75.6584,0.016038952,0.298152656
"171",0,0,0,248178.786,3761945.272,211.232,0.011886009,0.106544465
"172",1,0,0,245083.7836,3761559.313,96.1839,0.009737935,0.22325648
"173",1,0,0,245571.7688,3761527.311,26.8538,0,0.080051554
"174",0,0,0,243561.8313,3761497.317,112.201,0,0.063582987
"175",0,1,0,247551.7845,3761407.281,78.6539,0,0
"176",9,0,0,256049.8657,3766804.154,102.959,0.007446656,0.186739224
"177",0,0,0,254411.8393,3766582.181,217.324,0.018043821,0.318630961
"178",0,0,0,255105.8489,3766434.167,203.025,0.046971216,0.295002148
"179",0,0,0,253731.8275,3766297.19,183.123,0.006587427,0.046398396
"180",0,0,0,254656.8387,3765884.17,334.399,0,0.03952456
"181",0,0,0,252902.8124,3765753.199,289.239,0.106830875,0.332951454
"182",0,0,0,254931.841,3765607.162,398.208,0.034082772,0.111843047
"183",0,0,0,254271.8301,3765367.171,322.5,0.023772018,0.129170843
"184",0,0,1,256370.8608,3765157.134,387.629,0.006444222,0.254188744
"185",0,0,0,256851.8686,3765037.126,412.489,0.012029214,0.278390377
"186",0,0,0,253074.8171,3764983.192,281.903,0,0.076471431
"187",0,1,0,252769.8136,3764909.198,288.271,0,0.247601317
"188",0,0,0,254471.8376,3764848.168,273.484,0,0.212229701
"189",0,0,2,254001.834,3764557.176,254.224,0,0.269368466
