"","time","doppler"
"1",1,0
"2",2,0.0427999856714089
"3",3,0.00849377739899785
"4",4,-0.0729897834634893
"5",5,0.0749706720799161
"6",6,-0.0411011619464474
"7",7,0.0085501894345725
"8",8,0.00671067571566639
"9",9,0
"10",10,-0.0307355484771072
"11",11,0.0821276630868897
"12",12,-0.13430993716501
"13",13,0.144495940062636
"14",14,-0.0692406292265572
"15",15,-0.0747289620903176
"16",16,0.168390065214235
"17",17,-0.0808584098714565
"18",18,-0.122416636237712
"19",19,0.161239765682861
"20",20,0.0627018300049102
"21",21,-0.187815193813875
"22",22,-0.0450623346923295
"23",23,0.195045426399361
"24",24,0.0783375073110126
"25",25,-0.179378855078567
"26",26,-0.151913767401806
"27",27,0.107452036404867
"28",28,0.219682707973346
"29",29,0.0423952833135723
"30",30,-0.190236533916804
"31",31,-0.205143381106452
"32",32,0.00264751202507942
"33",33,0.209631372890606
"34",34,0.218132895664304
"35",35,0.0314151596164506
"36",36,-0.182560576314265
"37",37,-0.253070558305611
"38",38,-0.135787330782365
"39",39,0.0765558330970932
"40",40,0.238601386708923
"41",41,0.252572049408706
"42",42,0.11874991831793
"43",43,-0.0804200875334235
"44",44,-0.237186142986318
"45",45,-0.276579582767803
"46",46,-0.186881647416819
"47",47,-0.0150494049094363
"48",48,0.162357389345773
"49",49,0.274650774609851
"50",50,0.283230909908143
"51",51,0.190811051903407
"52",52,0.0343154556848246
"53",53,-0.132321985270196
"54",54,-0.257521278030483
"55",55,-0.307070346694467
"56",56,-0.271324102320225
"57",57,-0.164304284651168
"58",58,-0.0167403981344281
"59",59,0.133823114163862
"60",60,0.252779003523745
"61",61,0.315803946905791
"62",62,0.312660547589154
"63",63,0.24738680018988
"64",64,0.135592650398617
"65",65,0
"66",66,-0.134566739324941
"67",67,-0.245717293887999
"68",68,-0.316864540439095
"69",69,-0.339096747282566
"70",70,-0.311550129463004
"71",71,-0.240519997347712
"72",72,-0.137688930292311
"73",73,-0.0178957810896301
"74",74,0.103160200011557
"75",75,0.210964639217596
"76",76,0.293770045971866
"77",77,0.343607593969112
"78",78,0.356715164956864
"79",79,0.333440419871762
"80",80,0.277725333674115
"81",81,0.196302457714266
"82",82,0.0977366770363042
"83",83,-0.00856562960185634
"84",84,-0.113280006478849
"85",85,-0.207946856150517
"86",86,-0.285568762064955
"87",87,-0.341002899993749
"88",88,-0.371150986590848
"89",89,-0.374965843381789
"90",90,-0.353304917174826
"91",91,-0.308667318174246
"92",92,-0.2448528149263
"93",93,-0.166579660279172
"94",94,-0.0790940736270956
"95",95,0.0122014129602272
