"","time","unemploy"
"1",1948,4
"2",1948.08333333333,4.7
"3",1948.16666666667,4.5
"4",1948.25,4
"5",1948.33333333333,3.4
"6",1948.41666666667,3.9
"7",1948.5,3.9
"8",1948.58333333333,3.6
"9",1948.66666666667,3.4
"10",1948.75,2.9
"11",1948.83333333333,3.3
"12",1948.91666666667,3.6
"13",1949,5
"14",1949.08333333333,5.8
"15",1949.16666666667,5.6
"16",1949.25,5.4
"17",1949.33333333333,5.7
"18",1949.41666666667,6.4
"19",1949.5,7
"20",1949.58333333333,6.3
"21",1949.66666666667,5.9
"22",1949.75,6.1
"23",1949.83333333333,5.7
"24",1949.91666666667,6
"25",1950,7.6
"26",1950.08333333333,7.9
"27",1950.16666666667,7.1
"28",1950.25,6
"29",1950.33333333333,5.3
"30",1950.41666666667,5.6
"31",1950.5,5.3
"32",1950.58333333333,4.1
"33",1950.66666666667,4
"34",1950.75,3.3
"35",1950.83333333333,3.8
"36",1950.91666666667,3.9
"37",1951,4.4
"38",1951.08333333333,4.2
"39",1951.16666666667,3.8
"40",1951.25,3.2
"41",1951.33333333333,2.9
"42",1951.41666666667,3.4
"43",1951.5,3.3
"44",1951.58333333333,2.9
"45",1951.66666666667,3
"46",1951.75,2.8
"47",1951.83333333333,3.2
"48",1951.91666666667,2.9
"49",1952,3.7
"50",1952.08333333333,3.8
"51",1952.16666666667,3.3
"52",1952.25,3
"53",1952.33333333333,2.9
"54",1952.41666666667,3.2
"55",1952.5,3.3
"56",1952.58333333333,3.1
"57",1952.66666666667,2.7
"58",1952.75,2.4
"59",1952.83333333333,2.5
"60",1952.91666666667,2.5
"61",1953,3.4
"62",1953.08333333333,3.2
"63",1953.16666666667,2.9
"64",1953.25,2.8
"65",1953.33333333333,2.5
"66",1953.41666666667,2.7
"67",1953.5,2.7
"68",1953.58333333333,2.4
"69",1953.66666666667,2.6
"70",1953.75,2.5
"71",1953.83333333333,3.2
"72",1953.91666666667,4.2
"73",1954,5.7
"74",1954.08333333333,6.3
"75",1954.16666666667,6.4
"76",1954.25,6.1
"77",1954.33333333333,5.7
"78",1954.41666666667,5.7
"79",1954.5,5.7
"80",1954.58333333333,5.4
"81",1954.66666666667,5.3
"82",1954.75,4.6
"83",1954.83333333333,4.9
"84",1954.91666666667,4.8
"85",1955,5.8
"86",1955.08333333333,5.7
"87",1955.16666666667,5.2
"88",1955.25,4.9
"89",1955.33333333333,4.2
"90",1955.41666666667,4.4
"91",1955.5,4
"92",1955.58333333333,3.8
"93",1955.66666666667,3.5
"94",1955.75,3.4
"95",1955.83333333333,3.8
"96",1955.91666666667,3.9
"97",1956,4.7
"98",1956.08333333333,4.8
"99",1956.16666666667,4.7
"100",1956.25,4.1
"101",1956.33333333333,4.2
"102",1956.41666666667,4.7
"103",1956.5,4.4
"104",1956.58333333333,3.7
"105",1956.66666666667,3.4
"106",1956.75,3.1
"107",1956.83333333333,3.9
"108",1956.91666666667,4
"109",1957,4.9
"110",1957.08333333333,4.7
"111",1957.16666666667,4.3
"112",1957.25,4
"113",1957.33333333333,3.9
"114",1957.41666666667,4.6
"115",1957.5,4.1
"116",1957.58333333333,3.7
"117",1957.66666666667,3.7
"118",1957.75,3.6
"119",1957.83333333333,4.6
"120",1957.91666666667,5
"121",1958,6.8
"122",1958.08333333333,7.7
"123",1958.16666666667,7.7
"124",1958.25,7.5
"125",1958.33333333333,7.1
"126",1958.41666666667,7.6
"127",1958.5,7.4
"128",1958.58333333333,6.7
"129",1958.66666666667,6
"130",1958.75,5.5
"131",1958.83333333333,5.6
"132",1958.91666666667,6
"133",1959,7
"134",1959.08333333333,7
"135",1959.16666666667,6.4
"136",1959.25,5.2
"137",1959.33333333333,4.9
"138",1959.41666666667,5.4
"139",1959.5,5.2
"140",1959.58333333333,4.8
"141",1959.66666666667,4.7
"142",1959.75,4.7
"143",1959.83333333333,5.3
"144",1959.91666666667,5.1
"145",1960,6.1
"146",1960.08333333333,5.7
"147",1960.16666666667,6.1
"148",1960.25,5.2
"149",1960.33333333333,4.8
"150",1960.41666666667,5.8
"151",1960.5,5.5
"152",1960.58333333333,5.2
"153",1960.66666666667,4.7
"154",1960.75,5
"155",1960.83333333333,5.6
"156",1960.91666666667,6.4
"157",1961,7.7
"158",1961.08333333333,8.1
"159",1961.16666666667,7.7
"160",1961.25,7
"161",1961.33333333333,6.6
"162",1961.41666666667,7.3
"163",1961.5,6.9
"164",1961.58333333333,6.2
"165",1961.66666666667,5.8
"166",1961.75,5.5
"167",1961.83333333333,5.6
"168",1961.91666666667,5.8
"169",1962,6.7
"170",1962.08333333333,6.5
"171",1962.16666666667,6.2
"172",1962.25,5.5
"173",1962.33333333333,5.1
"174",1962.41666666667,5.9
"175",1962.5,5.3
"176",1962.58333333333,5.3
"177",1962.66666666667,4.9
"178",1962.75,4.5
"179",1962.83333333333,5.3
"180",1962.91666666667,5.3
"181",1963,6.6
"182",1963.08333333333,6.9
"183",1963.16666666667,6.3
"184",1963.25,5.6
"185",1963.33333333333,5.5
"186",1963.41666666667,6.2
"187",1963.5,5.6
"188",1963.58333333333,5.2
"189",1963.66666666667,4.8
"190",1963.75,4.7
"191",1963.83333333333,5.3
"192",1963.91666666667,5.3
"193",1964,6.4
"194",1964.08333333333,6.2
"195",1964.16666666667,5.9
"196",1964.25,5.3
"197",1964.33333333333,4.8
"198",1964.41666666667,5.9
"199",1964.5,4.9
"200",1964.58333333333,4.8
"201",1964.66666666667,4.5
"202",1964.75,4.4
"203",1964.83333333333,4.5
"204",1964.91666666667,4.7
"205",1965,5.5
"206",1965.08333333333,5.7
"207",1965.16666666667,5.1
"208",1965.25,4.7
"209",1965.33333333333,4.3
"210",1965.41666666667,5.3
"211",1965.5,4.5
"212",1965.58333333333,4.2
"213",1965.66666666667,3.8
"214",1965.75,3.6
"215",1965.83333333333,3.9
"216",1965.91666666667,3.7
"217",1966,4.4
"218",1966.08333333333,4.2
"219",1966.16666666667,4
"220",1966.25,3.6
"221",1966.33333333333,3.7
"222",1966.41666666667,4.6
"223",1966.5,3.9
"224",1966.58333333333,3.6
"225",1966.66666666667,3.3
"226",1966.75,3.2
"227",1966.83333333333,3.4
"228",1966.91666666667,3.5
"229",1967,4.2
"230",1967.08333333333,4.2
"231",1967.16666666667,3.9
"232",1967.25,3.5
"233",1967.33333333333,3.2
"234",1967.41666666667,4.6
"235",1967.5,4.1
"236",1967.58333333333,3.7
"237",1967.66666666667,3.7
"238",1967.75,3.8
"239",1967.83333333333,3.7
"240",1967.91666666667,3.5
"241",1968,4
"242",1968.08333333333,4.2
"243",1968.16666666667,3.8
"244",1968.25,3.2
"245",1968.33333333333,2.9
"246",1968.41666666667,4.5
"247",1968.5,4
"248",1968.58333333333,3.5
"249",1968.66666666667,3.3
"250",1968.75,3.2
"251",1968.83333333333,3.3
"252",1968.91666666667,3.1
"253",1969,3.7
"254",1969.08333333333,3.7
"255",1969.16666666667,3.5
"256",1969.25,3.2
"257",1969.33333333333,2.9
"258",1969.41666666667,4.1
"259",1969.5,3.8
"260",1969.58333333333,3.5
"261",1969.66666666667,3.7
"262",1969.75,3.5
"263",1969.83333333333,3.3
"264",1969.91666666667,3.2
