"","x"
"1",1
"2",-0.4361
"3",-1.2131
"4",-0.346
"5",-0.1665
"6",-0.1352
"7",-0.6438
"8",-2.3785
"9",-2.7813
"10",-2.2694
"11",-1.8247
"12",-1.702
"13",-2.0884
"14",-1.1616
"15",-1.6336
"16",-1.654
"17",-0.8917
"18",-1.7224
"19",-1.3869
"20",-2.5553
"21",-2.4374
"22",-3.2405
"23",-2.3915
"24",-2.9013
"25",-4.3735
"26",-4.4401
"27",-4.4842
"28",-4.4706
"29",-3.3582
"30",-3.7015
"31",-2.6257
"32",-2.1011
"33",-4.7116
"34",-5.3445
"35",-4.9506
"36",-4.9499
"37",-5.2204
"38",-3.9266
"39",-1.9044
"40",-3.0852
"41",-2.9264
"42",-2.2544
"43",-0.9302
"44",-1.6515
"45",-0.7966
"46",-0.7674
"47",-0.0696
"48",0.4662
"49",-0.0703
"50",0.5116
"51",-0.9018
"52",-0.4047
"53",0.9324
"54",1.3436
"55",-1.0211
"56",-1.5818
"57",-1.8152
"58",-2.4368
"59",-3.5353
"60",-2.4047
"61",-2.7357
"62",-2.7472
"63",-1.181
"64",-1.0099
"65",-3.6209
"66",-4.4152
"67",-4.2732
"68",-4.5613
"69",-3.0088
"70",-3.5523
"71",-3.7223
"72",-4.6057
"73",-5.1711
"74",-5.176
"75",-4.8585
"76",-5.0673
"77",-5.9228
"78",-5.8077
"79",-5.4044
"80",-6.2876
"81",-7.6903
"82",-7.0074
"83",-5.0843
"84",-6.0482
"85",-8.1656
"86",-7.0397
"87",-6.2671
"88",-8.3615
"89",-8.709
"90",-7.5977
"91",-7.4151
"92",-8.2608
"93",-9.2449
"94",-7.7392
"95",-7.4311
"96",-7.3388
"97",-7.7398
"98",-6.4533
"99",-3.9211
"100",-4.2613
"101",-5.2714
"102",-5.3957
"103",-4.0584
"104",-3.9595
"105",-3.4255
"106",-2.5038
"107",-2.4568
"108",-1.0259
"109",-1.1502
"110",-0.6751
"111",-0.4253
"112",-0.7183
"113",0.4678
"114",0.2823
"115",1.5875
"116",1.397
"117",2.1304
"118",1.3198
"119",1.9328
"120",2.144
"121",0.6346
"122",1.7102
"123",0.846
"124",2.1514
"125",1.7525
"126",-0.1601
"127",-0.7503
"128",-0.3308
"129",-0.1249
"130",-0.3438
"131",-0.426
"132",-1.4529
"133",-3.3633
"134",-3.7961
"135",-2.2323
"136",-3.2949
"137",-3.0001
"138",0.3672
"139",0.6509
"140",0.8611
"141",-0.3536
"142",0.0564
"143",2.0858
"144",1.5014
"145",2.7479
"146",3.9715
"147",5.1558
"148",5.3702
"149",6.2699
"150",4.4637
"151",4.7784
"152",6.7837
"153",5.0849
"154",5.6055
"155",7.3833
"156",5.9108
"157",5.2084
"158",4.7407
"159",3.9953
"160",4.3099
"161",3.3848
"162",1.8224
"163",0.7265
"164",1.9734
"165",1.9069
"166",3.3854
"167",3.7287
"168",3.245
"169",3.847
"170",3.6983
"171",3.3731
"172",2.0781
"173",2.744
"174",2.9165
"175",3.3947
"176",4.0275
"177",3.8988
"178",4.1086
"179",3.7542
"180",3.7003
"181",2.8738
"182",1.4145
"183",2.4644
"184",3.3683
"185",3.22
"186",3.9771
"187",5.4061
"188",5.3353
"189",5.1983
"190",3.9329
"191",3.7358
"192",0.9347
"193",1.641
"194",1.9146
"195",3.1007
"196",3.9814
"197",3.6339
"198",3.4143
"199",3.4943
"200",1.8127
