"","time","linchirp"
"1",1,0
"2",2,3.99474163510823e-06
"3",3,3.1957933075511e-05
"4",4,0.000107858023939084
"5",5,0.000255663461862417
"6",6,0.000499342683638578
"7",7,0.000862864086113634
"8",8,0.00137019595210265
"9",9,0.00204530629116409
"10",10,0.00291216253579435
"11",11,0.00399473101047231
"12",12,0.00531697606399783
"13",13,0.00690285872472975
"14",14,0.00877633470364251
"15",15,0.0109613515315904
"16",16,0.013481844574807
"17",17,0.0163617316264868
"18",18,0.0196249057223268
"19",19,0.0232952257741753
"20",20,0.0273965045585048
"21",21,0.0319524935353589
"22",22,0.036986863908829
"23",23,0.0425231832721212
"24",24,0.0485848871090613
"25",25,0.0551952443496899
"26",26,0.0623773161007168
"27",27,0.0701539065924225
"28",28,0.0785475053025919
"29",29,0.0875802191358436
"30",30,0.0972736934540143
"31",31,0.107649020670981
"32",32,0.118726635044543
"33",33,0.130526192220052
"34",34,0.143066432006972
"35",35,0.156365022802284
"36",36,0.17043838601585
"37",37,0.185301498805082
"38",38,0.200967673392429
"39",39,0.217448311222849
"40",40,0.234752630223337
"41",41,0.25288736345739
"42",42,0.271856427528911
"43",43,0.29166055918831
"44",44,0.31229691873473
"45",45,0.333758658999508
"46",46,0.356034458944935
"47",47,0.379108021227609
"48",48,0.402957533466307
"49",49,0.427555093430282
"50",50,0.452866098935582
"51",51,0.478848603915364
"52",52,0.505452642926558
"53",53,0.532619527281092
"54",54,0.560281117056503
"55",55,0.588359074459258
"56",56,0.616764105394536
"57",57,0.645395197647445
"58",58,0.674138865809767
"59",59,0.702868414997632
"60",60,0.731443237500103
"61",61,0.759708158773163
"62",62,0.787492851639272
"63",63,0.814611340154076
"64",64,0.840861617335619
"65",65,0.866025403784439
"66",66,0.889868077111251
"67",67,0.912138804975412
"68",68,0.932570917350394
"69",69,0.950882556283892
"70",70,0.966777643803532
"71",71,0.979947210607969
"72",72,0.990071129629836
"73",73,0.996820299291166
"74",74,0.999859321100355
"75",75,0.998849714946078
"76",76,0.993453712789494
"77",77,0.983338667183249
"78",78,0.968182104879388
"79",79,0.94767744744214
"80",80,0.921540409965235
"81",81,0.889516075421856
"82",82,0.851386625580535
"83",83,0.806979689566824
"84",84,0.756177247853109
"85",85,0.698925002604414
"86",86,0.635242094880049
"87",87,0.565231015298386
"88",88,0.489087517680171
"89",89,0.407110305350386
"90",90,0.319710217881437
"91",91,0.227418603045118
"92",92,0.130894515848139
"93",93,0.0309303453252377
"94",94,-0.0715445678217398
"95",95,-0.175462791327147
"96",96,-0.279620630896837
"97",97,-0.382683432365089
"98",98,-0.483194856214916
"99",99,-0.579590602204533
"100",100,-0.670217017531861
"101",101,-0.753354951564479
"102",102,-0.827249120042589
"103",103,-0.890143108592463
"104",104,-0.940319976795983
"105",105,-0.976148218364747
"106",106,-0.996132589938158
"107",107,-0.998969042199657
"108",108,-0.98360267611036
"109",109,-0.949287310443502
"110",110,-0.895644893845977
"111",111,-0.822722638116397
"112",112,-0.731045405667897
"113",113,-0.621660573370078
"114",114,-0.496172340905222
"115",115,-0.356762281464296
"116",116,-0.206192875659436
"117",117,-0.0477908570504902
"118",118,0.114592539230208
"119",119,0.27664686551257
"120",120,0.433695031947111
"121",121,0.580813958095764
"122",122,0.712982908528614
"123",123,0.825257672086066
"124",124,0.912967080455856
