"","GeneID","cond1.1","cond1.2","cond1.3","cond1.4","cond1.5","cond1.6","cond1.7","cond1.8","cond2.1","cond2.2","cond2.3","cond2.4","cond2.5","cond2.6","cond2.7","cond2.8"
"1","Gene1",-0.337588191045547,-0.815006218948055,-0.483563673500667,-1.34259400220581,0.123891919976333,-1.00635951317011,-0.255521347164714,-1.13647605108333,0.177032202487318,-0.41599091272019,0.732695480051775,-0.807448609609299,0.189571992032244,-0.173689323978446,0.0287204276503387,-0.710960103621236
"2","Gene10",-0.0756896738344627,0.0925837547112284,0.199941968648965,0.284665749168371,0.00341680277454893,-0.243483463220033,0.691364115609497,0.148425101360661,-0.365742640200754,0.16029180809452,-0.253592751330783,0.413019870420484,0.463890892824667,0.306729143897275,-0.306287925892779,-0.453450779718211
"3","Gene100",0.0969315542970643,-0.0649752531334809,0.311485831177352,0.0629681650979755,0.223903309175833,-0.194803464052883,1.07817414378948,0.290968370440533,-0.0847924322955188,-0.30883101542959,0.308695714374358,-0.0495009563259996,0.802784985065997,0.520223020316211,0.267579520192903,0.130175085580084
"4","Gene1000",-0.390442949357323,-0.185247899697135,-0.107857303058269,-0.028143846976071,0.0604820184567753,0.0213784128057501,0.383808256522005,0.410244879575686,0.0974541317729748,0.120830026910944,-0.282184890960373,-0.207687977960954,0.239487292139881,0.0410976233850809,-0.0533681722753414,-0.457111075350919
"5","Gene1001",-0.0281490230427192,0.777507536185324,-0.0591177968894186,-0.0775701844855985,0.084087211493245,0.454992847053697,0.163673447270713,0.951613359437723,-0.178796041608549,0.201501864668181,-0.124329909322266,-0.043949207718473,0.569729767159346,0.448004366282101,-0.0967939247258643,0.023084211697572
"6","Gene1002",1.00003698337153,0.368987580578429,0.0750593046728505,-0.0465991314380379,-0.113743919511333,0.722512258837397,0.0719283646324898,0.660020354997681,-0.242969651327821,0.310745191792643,-0.0850484332870754,-0.112293779305759,-0.054188165017551,0.241376802768891,-0.64060062461727,-0.213110226158184
"7","Gene1003",-0.200927637066483,1.17043555407683,0.0603113338440527,-0.437802297387571,0.536523739136263,-0.00703163757205513,-0.162143975805271,0.433233092575847,-0.0712038392451462,-0.372587339664173,0.286987239602754,-0.284849990526266,-0.243414807830371,0.134984463356532,0.101675369499603,0.530292603105973
"8","Gene1004",-0.0488140087195749,0.0288436319435994,-0.0558246324805108,-0.179226796039675,0.219035761943384,-0.267396051210569,-0.11533780394082,0.769675804552276,0.0571456621299472,0.361625616995263,-0.131702645428463,0.0771600288546939,0.596498055259309,-0.189621567101055,-0.197401503030008,0.173575079254782
"9","Gene1005",-0.44663569610584,-0.157627261416265,-0.198026645584115,-0.577867276071844,0.202753747927002,0.185166011194052,-0.480443621190229,0.854077403944494,-0.0189089481067226,-0.03994115547265,0.0548161947028346,-0.288665420193901,0.547437692261133,0.862507603537155,0.00139443509137467,-0.0674959550907699
"10","Gene1006",-0.5233739371062,-0.110281399232341,-0.291426362987961,-0.245371362350152,-0.106706546016032,0.261160886979763,-0.133035510307735,0.248251046984873,0.00655350726895381,0.074564245028365,0.0327521602329407,0.068888941604571,0.181018821506697,0.450071237020726,-0.194596893013314,0.249881258531205
