"","GeneID","M.1","M.2","M.3","M.4","M.5","M.6","A.1","A.2","A.3","A.4","A.5","A.6"
"1","Gene18S_100",-0.535093953298486,0.896348676928945,-0.571197229292845,0.646466498205572,-0.971325322454428,0.193922091975529,1.55922939401706,1.59860354408929,1.57051778272966,1.54279880462185,1.57894129535188,1.55057069359052
"2","Gene1A-25",-0.0108390482984863,-0.180116068071055,0.155445344707157,-0.122706096794426,0.430520976545573,0.391143508975528,2.47155298851706,2.67654129058929,1.94902883872966,2.14255475112185,2.70105510985188,2.89488415809052
"3","Gene2A-13",0.106444600701513,0.202018258928944,-0.078647392292846,0.192515635205575,-0.0732409324544265,-0.0859415260244716,4.45639648801706,4.52131007108929,4.48229084922966,4.86849269512185,4.70657094035188,4.61546472359052
"4","Gene4A-52",0.169162677701514,0.295658091928947,-0.0808949932928447,0.210560142205574,-0.0348010534544262,0.0442149359755271,4.42435452551705,4.48482882358929,4.48362941372966,4.86646241662184,4.68596024685188,4.54927586959052
"5","Gene4A-9",0.0140266087015149,0.00896578092894539,0.131579654707156,-0.260687462794426,-0.0820500594544275,0.0705898909755267,4.17425445501706,4.23975732908929,3.67960651172966,4.03070387812185,4.41906939285188,4.38622873909052
"6","Gene4B-43",0.0786634407015128,0.122956949928946,-0.208844057292844,-0.111100239794427,0.001967782545574,-0.090891177024472,0.265150054017055,0.516569120589288,0.000759620729662736,0.468224753621845,1.06103811985188,0.357716204090524
"7","Gene4D-1",0.0447814127015139,0.0954332309289443,-0.0237152472928438,0.0120426502055734,-0.128121785454427,0.0939316919755276,-1.01275957698294,-0.786579085910712,-1.20168383127034,-0.961716140378154,-0.797481103148118,-0.778815493409476
"8","Gene4F-20",0.0270580917015138,-0.0770156656710546,0.027657515607156,0.00669783750557271,-0.196702965254426,0.0925961099755282,-1.33193850948294,-1.48453084921071,-1.59949925612034,-1.32197731752815,-1.46577446134812,-1.25937418040948
"9","GeneA1",0.195312611701513,0.115304442928944,0.0852148757071566,0.0331567312055737,-0.204392149454428,0.078917254975528,-0.796362142482945,-0.543780869910712,-0.758161364770338,-0.398408536878154,-0.726012784148118,-0.631559015909476
"10","GeneA2",-0.172630724298486,-0.365084599071056,-0.0614931482928439,-0.245751794794427,0.115199064545573,0.0922660709755268,1.03731694651706,1.21259761408929,1.13744241622966,1.09450116112184,1.79042372485188,1.41004813309052
"11","GeneA3",-0.145199790298486,0.0506661739289447,-0.135053569292845,0.181012759205573,-0.189077224454426,0.303738958475528,-1.03064614648294,-1.16110243041071,-1.08823345327034,-0.997747005878155,-1.10558821664812,-1.30016756365948
"12","GeneAA1",0.089265847701515,0.122326522928945,-0.0851288882928452,-0.0903333137944268,-0.0574318734544279,-0.189670104024473,4.49445481151706,4.54029164808929,4.27437697322966,4.54528014662185,4.70253307285188,4.62591978059053
"13","GeneAA2",0.0560845807015134,0.0633354779289439,-0.171288431292844,-0.0117531497944269,-0.285813601454427,-0.117552584024473,0.276494105017055,1.06934384458929,0.609676354729662,0.700639163621845,1.06969064985188,0.589219419590525
"14","GeneAB1",0.00152615170151331,-0.024647730071055,-0.371537372292844,-0.0853716817944263,-0.103325829454427,-0.0359888510244714,-0.851544795482945,-0.639168502410713,-1.17221421877034,-0.780189589378155,-0.710806327148118,-0.670482423909476
"15","GeneAB2",0.386365519701513,-0.109308834071055,0.315154221707157,0.0348772562055733,0.156148189545574,-0.0855186410244726,-0.292552847482945,-0.254193117410713,-0.355298697770338,-0.169227388378154,-0.387896908648117,0.109962976090523
"16","GeneAC1",-0.524361504298487,-0.760301910071056,-0.408420176292844,-0.435764356794426,0.309797254545572,0.390029659975527,-0.0994776204829453,0.288607937589288,-0.182038275770338,0.259932675121845,0.387788557851882,0.709940204590524
"17","GeneAC2",0.00917752870151349,-0.117065362071055,0.0102258397071568,-0.119196518794425,0.226929890545572,-0.128979488024473,-0.828758327982944,-0.292737425410713,-0.404229586770337,-0.385587902878155,-0.0760075541481173,-0.505476628409476
"18","GeneAD1",0.080403379701513,0.079552565928945,0.147796258707156,0.0282210572055733,-0.00920380645442592,0.103002524975527,0.524728814517055,0.373767073589288,0.231264484729663,0.549796400121845,-0.077647786648118,0.597468263090524
"19","GeneAD2",0.289767443701514,-0.200526224071056,0.174587161707155,-0.0356619987944266,0.0110778685455737,-0.0779887000244712,-1.01330142848295,-0.938876478410712,-0.863036115770337,-0.953303011878155,-1.17681020914812,-0.700289421409476
"20","GeneADN_COTI",0.515324961701512,0.927400312928945,0.164447105707157,0.463289655205572,0.260691240545574,0.580496240975528,-0.140947457482945,-0.151228915910712,-0.374649923770337,-0.456545689878155,-0.338633780148117,-0.138783038909476
