"","Day","Minute","X2"
"1","Monday",1,0
"2","Monday",2,0
"3","Monday",3,0
"4","Monday",4,0
"5","Monday",5,0
"6","Monday",6,0
"7","Monday",7,0
"8","Monday",8,0
"9","Monday",9,0
"10","Monday",10,0
"11","Monday",11,0
"12","Monday",12,0
"13","Monday",13,0
"14","Monday",14,0
"15","Monday",15,0
"16","Monday",16,0
"17","Monday",17,0
"18","Monday",18,77
"19","Monday",19,0
"20","Monday",20,0
"21","Monday",21,0
"22","Monday",22,26
"23","Monday",23,0
"24","Monday",24,13
"25","Monday",25,0
"26","Monday",26,0
"27","Monday",27,0
"28","Monday",28,0
"29","Monday",29,0
"30","Monday",30,0
"31","Monday",31,0
"32","Monday",32,0
"33","Monday",33,0
"34","Monday",34,0
"35","Monday",35,0
"36","Monday",36,0
"37","Monday",37,0
"38","Monday",38,0
"39","Monday",39,0
"40","Monday",40,0
"41","Monday",41,0
"42","Monday",42,0
"43","Monday",43,0
"44","Monday",44,0
"45","Monday",45,0
"46","Monday",46,0
"47","Monday",47,0
"48","Monday",48,0
"49","Monday",49,0
"50","Monday",50,51
"51","Monday",51,0
"52","Monday",52,0
"53","Monday",53,0
"54","Monday",54,0
"55","Monday",55,0
"56","Monday",56,0
"57","Monday",57,0
"58","Monday",58,64
"59","Monday",59,0
"60","Monday",60,26
"61","Monday",61,90
"62","Monday",62,0
"63","Monday",63,0
"64","Monday",64,0
"65","Monday",65,0
"66","Monday",66,0
"67","Monday",67,0
"68","Monday",68,0
"69","Monday",69,0
"70","Monday",70,0
"71","Monday",71,0
"72","Monday",72,0
"73","Monday",73,0
"74","Monday",74,0
"75","Monday",75,26
"76","Monday",76,243
"77","Monday",77,26
"78","Monday",78,0
"79","Monday",79,0
"80","Monday",80,197
"81","Monday",81,77
"82","Monday",82,64
"83","Monday",83,38
"84","Monday",84,0
"85","Monday",85,38
"86","Monday",86,0
"87","Monday",87,0
"88","Monday",88,0
"89","Monday",89,0
"90","Monday",90,0
"91","Monday",91,0
"92","Monday",92,0
"93","Monday",93,0
"94","Monday",94,0
"95","Monday",95,0
"96","Monday",96,0
"97","Monday",97,0
"98","Monday",98,0
"99","Monday",99,0
"100","Monday",100,0
"101","Monday",101,0
"102","Monday",102,0
"103","Monday",103,0
"104","Monday",104,0
"105","Monday",105,0
"106","Monday",106,0
"107","Monday",107,0
"108","Monday",108,0
"109","Monday",109,0
"110","Monday",110,0
"111","Monday",111,128
"112","Monday",112,0
"113","Monday",113,0
"114","Monday",114,0
"115","Monday",115,0
"116","Monday",116,26
"117","Monday",117,141
"118","Monday",118,0
"119","Monday",119,0
"120","Monday",120,0
"121","Monday",121,0
"122","Monday",122,0
"123","Monday",123,0
"124","Monday",124,0
"125","Monday",125,0
"126","Monday",126,0
"127","Monday",127,0
"128","Monday",128,0
"129","Monday",129,0
"130","Monday",130,0
"131","Monday",131,0
"132","Monday",132,0
"133","Monday",133,128
"134","Monday",134,497
"135","Monday",135,0
"136","Monday",136,0
"137","Monday",137,0
"138","Monday",138,0
"139","Monday",139,0
"140","Monday",140,0
"141","Monday",141,0
"142","Monday",142,0
"143","Monday",143,0
"144","Monday",144,0
"145","Monday",145,0
"146","Monday",146,0
"147","Monday",147,0
"148","Monday",148,0
"149","Monday",149,0
"150","Monday",150,0
"151","Monday",151,0
"152","Monday",152,0
"153","Monday",153,0
"154","Monday",154,0
"155","Monday",155,0
"156","Monday",156,0
"157","Monday",157,0
"158","Monday",158,0
"159","Monday",159,13
"160","Monday",160,0
"161","Monday",161,0
"162","Monday",162,26
"163","Monday",163,0
"164","Monday",164,0
"165","Monday",165,0
"166","Monday",166,0
"167","Monday",167,0
"168","Monday",168,0
"169","Monday",169,0
"170","Monday",170,0
"171","Monday",171,0
"172","Monday",172,0
"173","Monday",173,0
"174","Monday",174,0
"175","Monday",175,0
"176","Monday",176,0
"177","Monday",177,0
"178","Monday",178,0
"179","Monday",179,0
"180","Monday",180,0
"181","Monday",181,0
"182","Monday",182,0
"183","Monday",183,0
"184","Monday",184,0
"185","Monday",185,0
"186","Monday",186,0
"187","Monday",187,0
"188","Monday",188,0
"189","Monday",189,0
"190","Monday",190,0
"191","Monday",191,0
"192","Monday",192,0
"193","Monday",193,0
"194","Monday",194,0
"195","Monday",195,289
"196","Monday",196,26
"197","Monday",197,13
"198","Monday",198,0
"199","Monday",199,0
"200","Monday",200,0
"201","Monday",201,0
"202","Monday",202,13
"203","Monday",203,26
"204","Monday",204,64
"205","Monday",205,13
"206","Monday",206,154
"207","Monday",207,0
"208","Monday",208,0
"209","Monday",209,0
"210","Monday",210,0
"211","Monday",211,0
"212","Monday",212,0
"213","Monday",213,0
"214","Monday",214,0
"215","Monday",215,0
"216","Monday",216,0
"217","Monday",217,0
"218","Monday",218,0
"219","Monday",219,26
"220","Monday",220,0
"221","Monday",221,0
"222","Monday",222,0
"223","Monday",223,0
"224","Monday",224,0
"225","Monday",225,0
"226","Monday",226,13
"227","Monday",227,26
"228","Monday",228,0
"229","Monday",229,0
"230","Monday",230,13
"231","Monday",231,26
"232","Monday",232,51
"233","Monday",233,38
"234","Monday",234,0
"235","Monday",235,90
"236","Monday",236,0
"237","Monday",237,0
"238","Monday",238,51
"239","Monday",239,64
"240","Monday",240,0
"241","Monday",241,13
"242","Monday",242,0
"243","Monday",243,38
"244","Monday",244,0
"245","Monday",245,0
"246","Monday",246,371
"247","Monday",247,0
"248","Monday",248,102
"249","Monday",249,0
"250","Monday",250,660
"251","Monday",251,243
"252","Monday",252,0
"253","Monday",253,166
"254","Monday",254,141
"255","Monday",255,154
"256","Monday",256,579
"257","Monday",257,0
"258","Monday",258,51
"259","Monday",259,26
"260","Monday",260,0
"261","Monday",261,0
"262","Monday",262,0
"263","Monday",263,0
"264","Monday",264,0
"265","Monday",265,0
"266","Monday",266,26
"267","Monday",267,13
"268","Monday",268,0
"269","Monday",269,0
"270","Monday",270,0
"271","Monday",271,0
"272","Monday",272,0
"273","Monday",273,0
"274","Monday",274,0
"275","Monday",275,0
"276","Monday",276,0
"277","Monday",277,0
"278","Monday",278,0
"279","Monday",279,0
"280","Monday",280,0
"281","Monday",281,0
"282","Monday",282,0
"283","Monday",283,0
"284","Monday",284,0
"285","Monday",285,0
"286","Monday",286,0
"287","Monday",287,0
"288","Monday",288,0
"289","Monday",289,0
"290","Monday",290,0
"291","Monday",291,0
"292","Monday",292,0
"293","Monday",293,0
"294","Monday",294,0
"295","Monday",295,0
"296","Monday",296,0
"297","Monday",297,0
"298","Monday",298,0
"299","Monday",299,0
"300","Monday",300,0
"301","Monday",301,0
"302","Monday",302,38
"303","Monday",303,0
"304","Monday",304,0
"305","Monday",305,13
"306","Monday",306,0
"307","Monday",307,0
"308","Monday",308,0
"309","Monday",309,0
"310","Monday",310,0
"311","Monday",311,0
"312","Monday",312,0
"313","Monday",313,0
"314","Monday",314,259
"315","Monday",315,461
"316","Monday",316,13
"317","Monday",317,0
"318","Monday",318,228
"319","Monday",319,64
"320","Monday",320,274
"321","Monday",321,128
"322","Monday",322,0
"323","Monday",323,0
"324","Monday",324,26
"325","Monday",325,26
"326","Monday",326,0
"327","Monday",327,0
"328","Monday",328,0
"329","Monday",329,0
"330","Monday",330,0
"331","Monday",331,0
"332","Monday",332,0
"333","Monday",333,0
"334","Monday",334,0
"335","Monday",335,0
"336","Monday",336,0
"337","Monday",337,0
"338","Monday",338,0
"339","Monday",339,0
"340","Monday",340,102
"341","Monday",341,353
"342","Monday",342,26
"343","Monday",343,0
"344","Monday",344,0
"345","Monday",345,0
"346","Monday",346,0
"347","Monday",347,0
"348","Monday",348,0
"349","Monday",349,0
"350","Monday",350,13
"351","Monday",351,0
"352","Monday",352,0
"353","Monday",353,0
"354","Monday",354,0
"355","Monday",355,0
"356","Monday",356,0
"357","Monday",357,0
"358","Monday",358,0
"359","Monday",359,0
"360","Monday",360,0
"361","Monday",361,0
"362","Monday",362,51
"363","Monday",363,0
"364","Monday",364,77
"365","Monday",365,0
"366","Monday",366,0
"367","Monday",367,26
"368","Monday",368,0
"369","Monday",369,0
"370","Monday",370,0
"371","Monday",371,0
"372","Monday",372,0
"373","Monday",373,102
"374","Monday",374,0
"375","Monday",375,0
"376","Monday",376,0
"377","Monday",377,90
"378","Monday",378,13
"379","Monday",379,0
"380","Monday",380,64
"381","Monday",381,77
"382","Monday",382,0
"383","Monday",383,0
"384","Monday",384,0
"385","Monday",385,0
"386","Monday",386,26
"387","Monday",387,141
"388","Monday",388,212
"389","Monday",389,0
"390","Monday",390,0
"391","Monday",391,0
"392","Monday",392,26
"393","Monday",393,0
"394","Monday",394,0
"395","Monday",395,0
"396","Monday",396,0
"397","Monday",397,0
"398","Monday",398,0
"399","Monday",399,0
"400","Monday",400,0
"401","Monday",401,0
"402","Monday",402,0
"403","Monday",403,0
"404","Monday",404,538
"405","Monday",405,166
"406","Monday",406,141
"407","Monday",407,166
"408","Monday",408,166
"409","Monday",409,0
"410","Monday",410,0
"411","Monday",411,640
"412","Monday",412,274
"413","Monday",413,212
"414","Monday",414,13
"415","Monday",415,371
"416","Monday",416,259
"417","Monday",417,13
"418","Monday",418,197
"419","Monday",419,443
"420","Monday",420,0
"421","Monday",421,0
"422","Monday",422,0
"423","Monday",423,0
"424","Monday",424,0
"425","Monday",425,0
"426","Monday",426,0
"427","Monday",427,0
"428","Monday",428,0
"429","Monday",429,0
"430","Monday",430,0
"431","Monday",431,0
"432","Monday",432,0
"433","Monday",433,0
"434","Monday",434,0
"435","Monday",435,0
"436","Monday",436,0
"437","Monday",437,0
"438","Monday",438,0
"439","Monday",439,0
"440","Monday",440,0
"441","Monday",441,0
"442","Monday",442,0
"443","Monday",443,0
"444","Monday",444,0
"445","Monday",445,1423
"446","Monday",446,1001
"447","Monday",447,538
"448","Monday",448,558
"449","Monday",449,1262
"450","Monday",450,1262
"451","Monday",451,640
"452","Monday",452,38
"453","Monday",453,64
"454","Monday",454,51
"455","Monday",455,0
"456","Monday",456,64
"457","Monday",457,90
"458","Monday",458,1201
"459","Monday",459,166
"460","Monday",460,730
"461","Monday",461,660
"462","Monday",462,1823
"463","Monday",463,228
"464","Monday",464,197
"465","Monday",465,0
"466","Monday",466,141
"467","Monday",467,77
"468","Monday",468,26
"469","Monday",469,115
"470","Monday",470,26
"471","Monday",471,38
"472","Monday",472,13
"473","Monday",473,64
"474","Monday",474,197
"475","Monday",475,77
"476","Monday",476,26
"477","Monday",477,166
"478","Monday",478,13
"479","Monday",479,13
"480","Monday",480,90
"481","Monday",481,38
"482","Monday",482,115
"483","Monday",483,51
"484","Monday",484,51
"485","Monday",485,26
"486","Monday",486,51
"487","Monday",487,64
"488","Monday",488,102
"489","Monday",489,274
"490","Monday",490,599
"491","Monday",491,1784
"492","Monday",492,1293
"493","Monday",493,975
"494","Monday",494,389
"495","Monday",495,389
"496","Monday",496,212
"497","Monday",497,90
"498","Monday",498,51
"499","Monday",499,166
"500","Monday",500,13
"501","Monday",501,64
"502","Monday",502,51
"503","Monday",503,26
"504","Monday",504,0
"505","Monday",505,538
"506","Monday",506,579
"507","Monday",507,166
"508","Monday",508,975
"509","Monday",509,1526
"510","Monday",510,660
"511","Monday",511,538
"512","Monday",512,1231
"513","Monday",513,115
"514","Monday",514,102
"515","Monday",515,730
"516","Monday",516,950
"517","Monday",517,182
"518","Monday",518,660
"519","Monday",519,212
"520","Monday",520,353
"521","Monday",521,353
"522","Monday",522,154
"523","Monday",523,77
"524","Monday",524,640
"525","Monday",525,115
"526","Monday",526,166
"527","Monday",527,259
"528","Monday",528,558
"529","Monday",529,873
"530","Monday",530,599
"531","Monday",531,730
"532","Monday",532,13
"533","Monday",533,182
"534","Monday",534,599
"535","Monday",535,228
"536","Monday",536,753
"537","Monday",537,274
"538","Monday",538,13
"539","Monday",539,51
"540","Monday",540,13
"541","Monday",541,77
"542","Monday",542,26
"543","Monday",543,0
"544","Monday",544,13
"545","Monday",545,90
"546","Monday",546,26
"547","Monday",547,77
"548","Monday",548,51
"549","Monday",549,26
"550","Monday",550,38
"551","Monday",551,64
"552","Monday",552,13
"553","Monday",553,26
"554","Monday",554,353
"555","Monday",555,1457
"556","Monday",556,517
"557","Monday",557,141
"558","Monday",558,0
"559","Monday",559,371
"560","Monday",560,197
"561","Monday",561,558
"562","Monday",562,497
"563","Monday",563,166
"564","Monday",564,517
"565","Monday",565,197
"566","Monday",566,389
"567","Monday",567,77
"568","Monday",568,197
"569","Monday",569,479
"570","Monday",570,51
"571","Monday",571,425
"572","Monday",572,289
"573","Monday",573,479
"574","Monday",574,443
"575","Monday",575,950
"576","Monday",576,660
"577","Monday",577,182
"578","Monday",578,51
"579","Monday",579,197
"580","Monday",580,77
"581","Monday",581,26
"582","Monday",582,77
"583","Monday",583,0
